GENE	CGC	GENE_LEN	GENE_NUM_MUTS	MUTS_IN_CLUST	NUM_CLUSTERS	CLUST_COORDS	GENE_SCORE	ZSCORE	PVALUE	QVALUE
CHN1		460.0	37	4	1	[70,77]:4	0.06320010464027236	-0.29849429604951955	0.6173370355468916	0.645282911359865
RC3H1		1135.0	77	6	2	[231,234]:4,[425,425]:2	0.06303341756820954	-0.2997975349943945	0.6178342021581558	0.645555169356648
ROCK1		1355.0	81	7	2	[109,112]:3,[384,388]:4	0.06300719435837093	-0.3000025605425571	0.6179123987483098	0.645555169356648
HECTD1		2611.0	127	8	4	[105,105]:2,[1219,1219]:2,[1557,1557]:2,[2597,2597]:2	0.06299212598425197	-0.3001203722705139	0.6179573298772282	0.645555169356648
SLC2A9		66523.33333333333	43	3	1	[179,180]:3	0.06295612935902622	-0.3004018110365664	0.6180646587822844	0.645555169356648
H6PD		803.0	47	4	1	[767,771]:4	0.06291751388753275	-0.3007037251904489	0.6181797860507129	0.645555169356648
UFL1		795.0	46	4	1	[28,34]:4	0.06269345074917008	-0.302455557557599	0.6188475961139115	0.645555169356648
AMIGO3		505.0	32	2	1	[334,334]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
ARHGEF10	NA	1369.0	64	4	2	[478,478]:2,[753,753]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
C15orf52		535.0	32	2	1	[173,173]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
CCR6		375.0	32	2	1	[163,163]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
CHUK		746.0	32	2	1	[197,197]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
CTNNBL1		564.0	32	2	1	[316,316]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
ERAP1		949.0	32	2	1	[868,868]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
FAM35A		905.0	32	2	1	[812,812]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
FASTKD2		711.0	32	2	1	[89,89]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
FBXL19		695.0	32	2	1	[351,351]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
GTF2IRD2		1900.0	32	2	1	[807,807]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
KIF20A		891.0	32	2	1	[675,675]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
KRT8		512.0	32	2	1	[302,302]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
LRRC27		531.0	32	2	1	[84,84]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
MUC13		512.0	32	2	1	[46,46]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
NACAD		1563.0	32	2	1	[1480,1480]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
NECTIN2		539.0	32	2	1	[500,500]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
ONECUT1		466.0	32	2	1	[379,379]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
PAPLN		1252.0	64	4	2	[359,359]:2,[1033,1033]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
PRKAA1		575.0	32	2	1	[444,444]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
RIC8B		561.0	32	2	1	[467,467]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
SAMD4A		719.0	32	2	1	[334,334]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
SRPX2		466.0	32	2	1	[311,311]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
TAB2		694.0	32	2	1	[665,665]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
TBC1D14		694.0	32	2	1	[327,327]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
TOX4		622.0	32	2	1	[470,470]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
TRAF6		523.0	32	2	1	[220,220]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
TUBA1A		452.0	32	2	1	[360,360]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
USP6	Dom	1407.0	96	6	3	[310,310]:2,[338,338]:2,[398,398]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
VIPR2		439.0	32	2	1	[26,26]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
VRK2		509.0	32	2	1	[373,373]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
ZNF34		561.0	32	2	1	[501,501]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
ZNF883		380.0	32	2	1	[10,10]:2	0.0625	-0.30396804768124025	0.6194238828495019	0.645555169356648
ADGRE5		836.0	55	6	1	[187,196]:6	0.062329205692186626	-0.3053033989520423	0.6199324562732337	0.6460363554374453
CPNE1		543.0	35	3	1	[167,172]:3	0.0621938620578199	-0.30636157996791114	0.6203353212090786	0.6462607620062839
FBXO7		523.0	35	3	1	[416,421]:3	0.0621938620578199	-0.30636157996791114	0.6203353212090786	0.6462607620062839
MAVS		541.0	35	3	1	[346,351]:3	0.0621938620578199	-0.30636157996791114	0.6203353212090786	0.6462607620062839
ZNF680		531.0	35	3	1	[307,312]:3	0.0621938620578199	-0.30636157996791114	0.6203353212090786	0.6462607620062839
LAMC1		1610.0	120	10	3	[250,250]:2,[663,664]:3,[1375,1385]:5	0.06205344266563077	-0.3074594456767021	0.6207531566609297	0.6466471899471711
NUP58		600.0	38	3	1	[365,368]:3	0.061935883225478786	-0.30837858138919466	0.6211028610381389	0.6468653865376199
PRMT9		846.0	38	3	1	[26,29]:3	0.061935883225478786	-0.30837858138919466	0.6211028610381389	0.6468653865376199
ZNF217		1049.0	76	5	2	[377,378]:3,[660,660]:2	0.061935704768922725	-0.30837997664757283	0.6211033918180585	0.6468653865376199
OR2H1		2536.0	42	4	1	[280,287]:4	0.061628663609478704	-0.31078057071713694	0.6220162794445887	0.6477671989229928
TPH1		445.0	38	4	1	[138,145]:4	0.06153694399184413	-0.311497678386203	0.6222888462292541	0.6479891494037003
GPD2		728.0	44	3	1	[708,709]:3	0.061525308237230174	-0.311588652259451	0.6223234203087116	0.6479891494037003
C19orf57		808.0	47	6	1	[137,149]:6	0.061493536944632235	-0.31183705536192463	0.6224178194383021	0.6480384925194105
ZNF592		1268.0	70	6	2	[361,361]:2,[937,943]:4	0.06145417663999442	-0.3121447929761939	0.6225347569627412	0.6481112925558029
CRYBG3		2971.0	71	5	2	[2105,2105]:2,[2174,2177]:3	0.06131779665589006	-0.3132110766680644	0.6229398482228682	0.6484840513330492
COPB1		954.0	49	3	1	[141,141]:3	0.061224489795918366	-0.31394059415393927	0.6232169209104678	0.6486850933264862
C17orf74		502.0	37	4	1	[323,330]:4	0.06122106630913141	-0.3139673606047072	0.6232270856739922	0.6486850933264862
SLC24A1		1100.0	41	3	1	[307,309]:3	0.06097584366302292	-0.3158846280845357	0.6239549599981224	0.6488206323497935
GYS1		738.0	39	4	1	[307,313]:4	0.060897866232098065	-0.31649429279065205	0.6241863217958854	0.6488206323497935
MYEF2		601.0	44	4	1	[279,286]:4	0.0608362445956281	-0.3169760801032537	0.6243691238005564	0.6488206323497935
ERMARD		679.0	37	3	1	[64,68]:3	0.06081107000745707	-0.3171729070276195	0.624443796767189	0.6488206323497935
PRR14		586.0	37	3	1	[462,466]:3	0.06081107000745707	-0.3171729070276195	0.624443796767189	0.6488206323497935
TAF5		801.0	37	3	1	[591,595]:3	0.06081107000745707	-0.3171729070276195	0.624443796767189	0.6488206323497935
ZC3H11A		811.0	37	3	1	[777,781]:3	0.06081107000745707	-0.3171729070276195	0.624443796767189	0.6488206323497935
ZNF585A		770.0	73	6	2	[208,208]:2,[404,413]:4	0.060641024141090516	-0.3185024066266069	0.6249480652960746	0.6488206323497935
CSAD		521.0	33	2	1	[211,211]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
DHX40		780.0	33	2	1	[594,594]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
DTNB		628.0	33	2	1	[23,23]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
ELOA		799.0	33	2	1	[389,389]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
EPN3		633.0	33	2	1	[170,170]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
FAM151A		586.0	33	2	1	[532,532]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
GBP7		639.0	33	2	1	[339,339]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
GTF3C3		887.0	33	2	1	[588,588]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
HADHB		475.0	33	2	1	[223,223]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
HECTD3		862.0	33	2	1	[570,570]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
MIIP		389.0	33	2	1	[270,270]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
MRPS22		361.0	33	2	1	[263,263]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
NOA1		699.0	33	2	1	[527,527]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
OSBPL9		747.0	33	2	1	[38,38]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
PLK2		686.0	33	2	1	[480,480]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
PPP2R1B		668.0	33	2	1	[252,252]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
PREP		711.0	33	2	1	[51,51]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
RHCG		480.0	33	2	1	[30,30]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
RING1		2442.0	33	2	1	[204,204]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
RUNX2		522.0	33	2	1	[155,155]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
STAU1		584.0	33	2	1	[167,167]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
SUZ12	Dom	740.0	33	2	1	[670,670]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
TH		529.0	33	2	1	[23,23]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
TRAF3IP1		692.0	33	2	1	[571,571]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
XRCC5		733.0	33	2	1	[654,654]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
ZBTB39		713.0	33	2	1	[625,625]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
ZNF563		477.0	33	2	1	[320,320]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
ZNF77		546.0	33	2	1	[136,136]:2	0.06060606060606061	-0.31877576820130843	0.6250517227134753	0.6488206323497935
LGI1		558.0	43	4	1	[355,362]:4	0.06054821285683966	-0.3192280494653868	0.6252232057933619	0.6489497697358251
CASC1		723.0	36	3	1	[381,386]:3	0.06046625477843601	-0.31986883677001055	0.6254661188120512	0.6490064319024558
GATA2	Dom	481.0	36	3	1	[347,352]:3	0.06046625477843601	-0.31986883677001055	0.6254661188120512	0.6490064319024558
KLHL17		643.0	36	3	1	[402,407]:3	0.06046625477843601	-0.31986883677001055	0.6254661188120512	0.6490064319024558
SH3BP1		702.0	36	3	1	[303,308]:3	0.06046625477843601	-0.31986883677001055	0.6254661188120512	0.6490064319024558
OXCT1		521.0	38	4	1	[470,479]:4	0.06037388365001085	-0.3205910382608397	0.6257398350697485	0.6491757621330101
MCMDC2		682.0	39	3	1	[81,84]:3	0.06034778365559471	-0.32079510045212534	0.6258171636987677	0.6491757621330101
POLK		871.0	39	3	1	[444,447]:3	0.06034778365559471	-0.32079510045212534	0.6258171636987677	0.6491757621330101
CAMSAP2		1490.0	78	5	2	[738,738]:2,[1278,1279]:3	0.06034760977484779	-0.3207964599346476	0.6258176788527798	0.6491757621330101
OSBPL8		890.0	53	5	1	[130,139]:5	0.06010725127891008	-0.3226756971709915	0.6265295703661246	0.6498653218583165
ABCA7		2147.0	105	9	3	[453,453]:2,[535,535]:2,[1955,1964]:5	0.060089308970117744	-0.3228159786894666	0.62658269444445	0.6498715253116202
CAMKV		502.0	40	6	1	[228,238]:6	0.059888753926924665	-0.3243840135685111	0.6271763393516485	0.6504382965665418
FAM171B		827.0	67	4	2	[225,225]:2,[450,450]:2	0.05970149253731343	-0.3258481123302962	0.6277303624126336	0.650914927475414
NPAT		1435.0	67	4	2	[696,696]:2,[1105,1105]:2	0.05970149253731343	-0.3258481123302962	0.6277303624126336	0.650914927475414
MSLN		631.0	42	3	1	[274,276]:3	0.05952403786152237	-0.3272355375311775	0.6282551279400158	0.6513830012029903
SLC7A1		630.0	44	5	1	[360,372]:5	0.05951688672741037	-0.3272914485047128	0.6282762701483466	0.6513830012029903
VWA8		1906.0	90	6	2	[822,825]:4,[1550,1550]:2	0.05948403958409104	-0.3275482631206988	0.6283733772071987	0.6513997148174873
MAGI3		1482.0	71	7	2	[382,395]:5,[833,833]:2	0.059423775916171456	-0.3280194331881904	0.628551515369035	0.6513997148174873
ARSJ		600.0	38	3	1	[558,562]:3	0.05921077869147135	-0.3296847469701425	0.6291809099391121	0.6513997148174873
PARP6		632.0	38	3	1	[283,287]:3	0.05921077869147135	-0.3296847469701425	0.6291809099391121	0.6513997148174873
PLCD1		778.0	38	3	1	[106,110]:3	0.05921077869147135	-0.3296847469701425	0.6291809099391121	0.6513997148174873
SYT11		432.0	38	3	1	[250,254]:3	0.05921077869147135	-0.3296847469701425	0.6291809099391121	0.6513997148174873
VPS13C		3754.0	204	15	5	[979,979]:2,[1026,1031]:3,[1057,1064]:4,[2744,2744]:2,[3418,3421]:4	0.059121093563006856	-0.33038594803357585	0.6294458210801392	0.6513997148174873
HSPA4L		871.0	40	3	1	[442,445]:3	0.05883908906420485	-0.3325907935619094	0.6302784031061633	0.6513997148174873
OLFM2		27393.666666666668	37	3	1	[130,135]:3	0.05883203167631612	-0.33264597158280723	0.6302992313235883	0.6513997148174873
TYK2		1188.0	74	5	2	[437,437]:2,[501,504]:3	0.05883194003470533	-0.3326466880805816	0.630299501779695	0.6513997148174873
SLC4A5		1138.0	71	5	2	[212,217]:3,[1065,1065]:2	0.05882796016934784	-0.332677804564092	0.6303112472431474	0.6513997148174873
ARHGEF19		803.0	34	2	1	[64,64]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
CPVL		477.0	34	2	1	[191,191]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
DAGLB		673.0	34	2	1	[163,163]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
EFCAB3		491.0	34	2	1	[379,379]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
ELF1		620.0	34	2	1	[18,18]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
FBXO46		604.0	34	2	1	[33,33]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
FOSL2		327.0	34	2	1	[199,199]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
GFM1		771.0	34	2	1	[164,164]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
GPAA1		622.0	34	2	1	[300,300]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
HACL1		579.0	34	2	1	[84,84]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
HAS3		554.0	34	2	1	[93,93]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
HPS6		776.0	34	2	1	[703,703]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
IL23R		630.0	34	2	1	[424,424]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
KLHL30		579.0	34	2	1	[465,465]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
LMNB2		621.0	34	2	1	[400,400]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
NCAPG		1016.0	34	2	1	[810,810]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
NFIA		555.0	34	2	1	[387,387]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
NWD2		1743.0	34	2	1	[1405,1405]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
PLAU		432.0	34	2	1	[308,308]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
PPIP5K1		1434.0	34	2	1	[265,265]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
PPM1H		515.0	34	2	1	[88,88]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
RANBP10		621.0	34	2	1	[373,373]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
REPS2		661.0	34	2	1	[482,482]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
RPGR		1153.0	68	4	2	[638,638]:2,[1024,1024]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
SF3A3		502.0	34	2	1	[68,68]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
SLC24A5		501.0	34	2	1	[267,267]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
SLC2A2		525.0	51	3	1	[58,58]:3	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
STT3A		706.0	34	2	1	[203,203]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
USP16		824.0	34	2	1	[785,785]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
WARS		472.0	34	2	1	[23,23]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
ZKSCAN3		539.0	34	2	1	[45,45]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
ZP1		639.0	34	2	1	[168,168]:2	0.058823529411764705	-0.3327124463378432	0.6303243232463158	0.6513997148174873
PCDH8		1071.0	74	6	2	[55,55]:2,[987,995]:4	0.0582772214257546	-0.33698374245249474	0.631935422141263	0.6530157267029467
STK36		1316.0	73	5	2	[460,464]:3,[924,924]:2	0.058219309455834395	-0.33743652582459693	0.6321060730372485	0.6531431089737254
EVI5		827.0	43	3	1	[245,247]:3	0.05813975791125441	-0.33805849770123125	0.6323404473909	0.6533363114438282
ACSBG2		667.0	39	4	1	[79,86]:4	0.05808152444712467	-0.3385137946682345	0.6325119832921753	0.6534645649166332
ABCC4		1326.0	75	5	2	[177,180]:3,[325,325]:2	0.05804751416757592	-0.33877970323742046	0.6326121537365409	0.6535190751842188
HERC5		1025.0	39	3	1	[389,393]:3	0.05769255359681824	-0.3415549540951001	0.6336570790573713	0.6544535193903611
ZNF469		3926.0	78	5	2	[704,704]:2,[1502,1504]:3	0.05769243064338384	-0.3415559154036295	0.6336574408339435	0.6544535193903611
HIP1R		1069.0	41	4	1	[830,835]:4	0.05740415473286324	-0.3438097938166965	0.6345053328269736	0.6544535193903611
LUZP1		1077.0	41	3	1	[622,625]:3	0.05740398933093156	-0.3438110870078016	0.6345058191275122	0.6544535193903611
BICRA		1561.0	38	3	1	[969,974]:3	0.05728382031641306	-0.34475062561598313	0.6348590725438801	0.6544535193903611
ZNF776		519.0	38	3	1	[125,130]:3	0.05728382031641306	-0.34475062561598313	0.6348590725438801	0.6544535193903611
TTLL2		593.0	42	6	1	[74,91]:6	0.05715357474620369	-0.34576894753737564	0.6352418181845636	0.6544535193903611
ANKRD13D		606.0	35	2	1	[389,389]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
ARC		397.0	35	2	1	[9,9]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
ATG16L1		608.0	35	2	1	[72,72]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
BFSP2		416.0	35	2	1	[72,72]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
BIRC2		619.0	35	2	1	[192,192]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
CEP95		822.0	35	2	1	[305,305]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
COG3		829.0	35	2	1	[231,231]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
CRAT		628.0	35	2	1	[369,369]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
ERF		549.0	35	2	1	[93,93]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
FRS2		509.0	35	2	1	[231,231]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
GCLC		638.0	35	2	1	[240,240]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
KCNQ1		677.0	35	2	1	[459,459]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
LRFN3		629.0	35	2	1	[110,110]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
MLLT3	Dom	569.0	35	2	1	[348,348]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
NOC2L		750.0	35	2	1	[676,676]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
RANBP3		568.0	35	2	1	[401,401]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
RAVER2		679.0	35	2	1	[618,618]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
RHPN1		671.0	35	2	1	[51,51]:2	0.05714285714285714	-0.3458527428665759	0.6352733074328925	0.6544535193903611
